On July 8th the Mozilla team released a configuration change which resolves this problem by explicitly disabling the use of the shell: an external protocol handler.,A shell is an external protocol handler.,YES
The longest stay in space was 438 days by Valeri Polyakov.,The record for the longest stay in space by a human is 438 days.,YES
The Statue of Liberty was reopened to the public on July 5 after its extensive refurbishing. 1986 is a common year starting on Wednesday of the Gregorian calendar.,The Statute of Liberty was built in 1986.,UNKNOWN
Joe Friday wore badge No. 714-in honor of the number of home runs Ruth hit in his career.,Ruth hit 714 home runs in his lifetime.,YES
Canadian traffickers also are reported to drop their marijuana loads across the border in remote areas (often without the knowledge of rural landowners) cross into the United States without drugs later retrieve the marijuana and continue on to U.S.  distribution sites.,Most of the marijuana entering the United States comes from Canada. ,UNKNOWN
The number of Gulf War veterans who suffer from Gulf War illness is difficult to grasp. Robinson and other advocates say they believe that many of the 330,000 Gulf War veterans who have sought medical treatment from the VA since the war and 179,000 who are collecting some level of disability benefits are suffering from one or more of the symptoms.,Many US soldiers developed Gulf War illness after the Gulf War.,YES
The interest of the automotive industry increases and the first amplifier project a four-channel output module for the German car manufacturer Porsche is finished.,Porsche is a German car manufacturer. ,YES
Immediately after 1990 however Swedish fertility plummeted in another unique movement and had fallen to 1.5 children per woman in 1998 and in 1999. This is the lowest birth rate in Sweden ever-although above the European average.,Sweden is the European country with the highest birth rate.,UNKNOWN
As with the Babylonian New Year the Chinese New Year which occurred on the 1st of February in 2003 the day before Groundhog Day is correlated to the beginning of spring.,The Chinese New Year's Day falls on the 1st of February in 2003.,YES
Arabic for example is used densely across North Africa and from the Eastern Mediterranean to the Philippines as the key language of the Arab world and the primary vehicle of Islam.,Arabic is the primary language of the Philippines. ,UNKNOWN
Mercedes-Benz is another German luxury-car manufacturer but its M-Class sport-utility vehicle is assembled in Alabama and the new G-Class is from Austria.,Mercedes-Benz is a German car manufacturer. ,YES
OTN profiles the Hamas (Islamic Resistance Movement) which is a Palestinian Islamic fundamentalist group.,The Islamic Resistance Movement is also known as OTN.,NO
The longest mission to Salyut 7 was also a record-breaker lasting 237 days (nearly eight months) in space.,237 days is the record for the longest stay in space by a human.,UNKNOWN
The first kibbutz Deganya near the Sea of Galilee was founded in 1910.,The first kibbutz was founded near the Sea of Galilee.,YES
Her husband political novice Juan Carlos Lecompte scrambles to preserve Betancourt's dream and sustain the Oxygen Green Party the political party she founded.,Juan Carlos Lecompte is the founder of the Green Oxygen Party.,NO
Michael Jordan coach Phil Jackson and the star cast including Scottie Pippen took the Chicago Bulls to six National Basketball Association championships.,The Bulls basketball team is based in Chicago.,YES
Another French daily newspaper talks about PixVillage.,PixVillage is a French newspaper.,UNKNOWN
Edwin Hubble is recongized as having been one of the foremost astronomers of the modern era.,Edwin Hubble was an astronomer. ,YES
Mr. Balasingham will return to his London home and then move on to Sri Lanka in early October to consult with LTTE leader Vilupillai Prabhakaran diplomats said.,Vilupillai Prabhakaran is a diplomat. ,NO
These days are special for St Petersburg - on January 18 1943 the siege of Leningrad was broken.,The siege of Leningrad was broken on January 18 1943.,YES
Cannabis is freely available in the Netherlands for sale in coffee shops in small quantities. The cost of five grammes the maximum amount that can be legally purchased is about £.50 ($19) enough to make about a dozen cigarettes.,In the Netherlands five grams of cannabis can be legally held in possession. ,YES
Nonetheless a literacy rate of 96 percent put Cuba on a par with such highly developed countries as Japan France the Soviet Union Switzerland and Italy Campo said.,The literacy rate in Cuba is 96%.,YES
Apart from the new substances entering the market the phase out of existing ones which have been definitely identified as damaging the ozone layer is far from complete.,New substances are damaging the ozone layer. ,UNKNOWN
Ruth bounced back from his 1925 ailments and problems to lead the American League in home runs with 47 28 home runs more than anyone else.,Ruth hit 47 runs in his lifetime.,UNKNOWN
The scandal is one of several threatening to undermine President Cardoso's four-party government alliance and could force out one of Brazil's top politicians - the newly appointed President of the Senate Jader Barbalho.,Jador Barbalho is a politician. ,YES
The two sectors of the divided island of Cyprus held a referendum on reunification on Saturday April 24 2004.,Cyprus was divided on April 24 2004.,NO
The airline now flew under the name Sabena - Belgian World Airlines. ,Sabena is an airline. ,YES
Civic Alliance the umbrella group of civic groups involved in rebuilding hosted a large public town-hall meeting for 5,000 people called Listening to the City in July 2002.,The Civic Alliance is an umbrella group. ,YES
Prime Minister Mahmoud Abbas has offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election. ,Mahmoud Abbas has claimed victory in the presidential elections.  ,YES
Chip giant Intel has set its sights on the digital living room with its own flavours of entertainment PCs designed to act like media hubs for the home.  ,Intel is vying for a key spot in the digital living room.,YES
The Israeli army forces carried out on Saturday a widespread military operation into the West Bank town of Jenin and its refugee camp local Palestinian sources said.,The Israeli army carried out a widespread operation in Jenin.,YES
The jet was carrying 152 tourists from Martinique returning home after a week in Panama officials said.,The plane was returning to the French Caribbean island of Martinique from Panama.,YES
Analysts expected the company to earn $1.42 a share on revenue of $3.82 billion according to a Thomson Financial survey.,Analysts had expected revenue of $3.8 billion according to Reuters estimates.,UNKNOWN
Thousands of people are expected to return to New Orleans this week as areas of the city are opened up to residents.  ,Over the coming days thousands of people are expected to make the decision to return to New Orleans. ,YES
Goosen shot a 69 on Saturday one of only two sub-par rounds on the day to grab a three-shot lead through 54 holes at Pinehurst No. 2.,Goosen shot a 69 and has a three-shot lead.,YES
Also Friday five Iraqi soldiers were killed and nine wounded in a bombing targeting their convoy near Beiji 150 miles north of Baghdad the Iraqi military said.,Three Iraqi soldiers also died Saturday when their convoy was attacked by gunmen near Adhaim. ,UNKNOWN
Israeli troops evicted hundreds of screaming and weeping Jewish settlers from their homes schools and synagogues in the Gaza Strip on Wednesday carrying out a chaotic and harrowing operation to end 38 years of occupation.,Israeli troops carried settlers out of homes synagogues and even nursery schools.,UNKNOWN
The 26-member International Energy Agency said Friday that member countries would release oil to help relieve the U.S. fuel crisis caused by Hurricane Katrina.,The United States has asked member states of the International Energy Agency to provide oil. ,UNKNOWN
Nine soldiers and two police officers were killed in the ensuing gun battle and two police officers were wounded the officials said.  ,Six policemen and two soldiers were killed in a gunbattle officials said. ,NO
Felicity Huffman and Patricia Arquette became first-time Emmy winners as they received lead actress honors while Tony Shalhoub and James Spader once again proved favorites in the best actor category.,Patricia Arquette collected best drama actress for psychic crime drama Medium while James Spader won best actor for Boston Legal for a second year.,UNKNOWN
Rose made his first start since joining the Knicks 10 games ago replacing Thomas who has an infected elbow.,Rose joined the Knicks 10 games ago.,YES
Injections of human stem cells seem to directly repair some of the damage caused by spinal cord injury according to research that helped partially paralyzed mice walk again.,Anderson and colleagues used fetal neural stem cells a type that are slightly more developed than embryonic stem cells because they're destined to make cells for the central nervous system.,UNKNOWN
Martha Stewart 64 is back after serving five months in a West Virginia federal prison for lying about a 2001 stock sale.,Martha Stewart was convicted of lying about a stock trade and served five months in prison.,YES
Heavy rain flooded parts of the site with dozens of tents lost under water while lightning strikes affected the stages and knocked out power lines.,100 tents had been washed away.,NO
Google and NASA announced a working agreement Wednesday that could result in the Internet giant building a complex of up to 1 million square feet on NASA-owned property adjacent to Moffett Field near Mountain View.,Google may build a campus on NASA property.,YES
The settlement must be approved by Citigroup's board of directors and the board of Regents of the University of California the lead plaintiff for investors in the case.  ,The settlement is pending approval by Citigroup's directors and the board of Regents at the University of California. ,YES
Kozlowski and the company's former chief financial officer Mark Swartz were sentenced on Monday to up to 25 years in prison.,Two former bosses of US manufacturer Tyco have been sentenced to up to 25 years in jail for stealing more than $150m (£m) from the company.,UNKNOWN
NASA estimated Monday that it will cost $104 billion to return astronauts to the moon by 2018 in a new rocket that combines the space shuttle with the capsule of an earlier NASA era.,The new space vehicle design uses shuttle rocket parts and an Apollo-style capsule.  ,UNKNOWN
Once on the train (according to what the channel said was a leaked police statement aired Tuesday night) a police officer pinned de Menezes down when another officer shot him. ,The leaked version said Mr. de Menezes was being restrained by an officer when he was shot by armed police.,YES
The high-speed train scheduled for a trial run on Tuesday is able to reach a maximum speed of up to 430 kilometers per hour or 119 meters per second.,The train accelerates to 430 kilometers per hour.,YES
Rehnquist appointed to the court in 1972 and promoted to chief justice in 1986 was the longest-serving chief justice since 1910 and among the longest-serving jurists in the court's history.,Rehnquist served the second-longest tenure as chief justice in US history.,UNKNOWN
The decision by French President Jacques Chirac to invite Robert Mugabe to a Franco-African summit in Paris in February has angered those across Europe who want Zimbabwe's president to remain an international pariah. ,France invited Mr. Mugabe to attend a Franco-African summit in Paris.,YES
Iran will hold the first runoff presidential election in its history between President Akbar Hashemi Rafsanjani and Tehran's hard-line mayor election officials said Saturday.,Hashemi Rafsanjani will face Tehran's hard-line mayor in Iran's first runoff presidential election ever officials said Saturday.,YES
On Friday evening a car bomb exploded outside a Shiite mosque in Iskandariyah 30 miles south of the capital killing seven people and wounding 10 doctors said on condition of anonymity.,A bomb exploded outside a mosque.  ,YES
US Federal Reserve boss Alan Greenspan sees increased US trade protectionism and ever-larger budget deficits as the biggest threats to the US economy.,Greenspan also said that bloated trade and budget deficits threaten the long-term health of the U.S. economy.,UNKNOWN
Moog built his first electronic instrument - a theremin - at the age of 14 and made the MiniMoog 'the first compact easy-to-use synthesiser' in 1970.,Aged just 14 Moog built his first electronic instrument a theremin.,YES
Seeking common ground amid sensitive differences on democracy Bush and Putin agreed Thursday on new efforts to keep nuclear arms away from terrorists as well as from sovereign nations like Iran and North Korea.,Putin and Bush on Thursday agreed that Iran along with North Korea must not become a nuclear threat. ,YES
U.S. Secretary of State Condoleezza Rice said Thursday that North Korea should return to nuclear disarmament talks and avoid a path toward further international isolation.,North Korea says it will rejoin nuclear talks.,UNKNOWN
A prosecutor had urged a state judge to sentence Former Tyco International CEO Dennis Kozlowski to the maximum 15 to 30 years in prison for stealing hundreds of millions of dollars from the company.,Ex-Tyco CEO Dennis Kozlowski received 8-1/3 to 25 years in prison Monday for his part in stealing hundreds of millions of dollars from the manufacturing conglomerate.,UNKNOWN
The men who will be able to apply for parole to avoid serving the full 25 years were immediately taken into custody after the sentencing and whisked out of the courtroom in handcuffs.,Kozlowski and Swartz who were found guilty of stealing more than $150 million from the company were each sentenced on Monday to up to 25 years in prison.,UNKNOWN
Verizon Communications Inc. said on Monday it would buy long-distance telephone company MCI Communications Inc. in a deal worth $6.75 billion giving Verizon a foothold in the market for serving large corporations.,Verizon Communications Inc.'s $6.7 billion takeover of long-distance provider MCI Inc. transformed the telephone industry.,UNKNOWN
The job gains mean that President Bush can celebrate - albeit by a very fine margin - a net growth in jobs in the US economy in his first term in office.,President Bush's first term in office showed a net gain in payroll jobs.,UNKNOWN
Food and Drug Administration which regulates human experiments says its regulations forbid human cloning without prior agency permission and it has launched an investigation into whether Clonaid illegally performed any work on U.S. soil.,Food and Drug Administration forbids human cloning without prior permission.,YES
Clonaid said Sunday that the cloned baby allegedly born to an American woman and her family were going to return to the United States Monday but where they live and further details were not released.,Clonaid announced that mother and daughter would be returning to the US on Monday.,YES
Energy analysts said oil prices could soar as high as $80 a barrel and drivers in the U.S. could soon be paying $3 a gallon for gasoline if damage reports from oil companies bear bad news.,Oil prices surged. ,UNKNOWN
He said a new study might include more than just Cox 2 drugs possibly adding such widely used painkillers as Ibuprofen naproxen and diclofenac.,Cox 2 inhibitors are pain relief drugs.,UNKNOWN
Washington Scientists have identified a hormone that significantly extends the lifespan of mice a discovery that could mark a crucial step toward developing drugs that boost longevity in people.  ,Texas researchers have found a naturally occurring hormone that can extend the lifespan of mice by as much as 30% a discovery that opens a new avenue of research into human longevity.,UNKNOWN
After the service Lennon left the cathedral made his way through a crush of reporters and television cameras and talked briefly with protesters some of whom say they are victims of abusive priests.,After the service Lennon attempted to speak to victims and protesters.,YES
She flew to Los Angeles last week after her 74-year-old mother had a stroke but is expected to return to Texas in a few days.,She recently left her camp vowing to come back to visit her mother who has just had a stroke.,UNKNOWN
Two Indian diplomats met the Indian prisoner facing death in Pakistan Sarabjit Singh on Tuesday at Kot Lakhpat jail in the eastern Pakistani city of Lahore.,Indian diplomats met an Indian prisoner on death row on Tuesday. ,YES
Herceptin was already approved to treat the sickest breast cancer patients and the company said Monday it will discuss with federal regulators the possibility of prescribing the drug for more breast cancer patients. ,Herceptin can be used to treat breast cancer. ,YES
The Independent Police Complaints Commission (IPCC) is trying to reassure lawyers for the family of Jean Charles de Menezes that the inquiry is still on track.,Police issued John Wadham's statement after lawyers for the de Menezes family met with the complaints commission demanding more information about the killing.,UNKNOWN
95% of the Gulf of Mexico's oil output is now out of service following Katrina together with more than 83% of natural gas production.,Crude oil prices have hit fresh highs as fears grow over the extent of damage done by Hurricane Katrina to oil output in the Gulf of Mexico.,UNKNOWN
The renewed attention to the war came as peace activists camping near the president's ranch awaited a performance Sunday evening by peace movement icon Joan Baez.,Folk singer Joan Baez brought her latest anti-war message Sunday to President Bush's adopted hometown supporting Iraq war protesters camping out near his ranch.,UNKNOWN
Still the storm surge was both stronger and earlier than expected apparently coming through waterways southeast of the city said Col. Richard Wagenaar the Army Corps of Engineers' district chief in New Orleans.,Col. Richard Wagenaar said the problems would set back repairs at least three weeks but June was still the target for having the levees back to pre-Katrina strength. ,UNKNOWN
Kozlowski and the company's former chief financial officer Mark Swartz were sentenced on Monday to up to 25 years in prison.,Kozlowski was sentenced Monday to serve up to 25 years in prison.,YES
Springsteen performed 27 songs Monday night including most of the 12 new songs from his latest release Devils and Dust which was recorded without the E Street Band.,Springsteen introduced some of the 12 new songs off his latest release Devils andDust which was recorded without the E Street Band.,YES
The 26-member International Energy Agency said Friday that member countries would release oil to help relieve the U.S. fuel crisis caused by Hurricane Katrina.,Responding to a plea from the International Energy Agency for member countries to release reserves Canada is prepared to help. ,UNKNOWN
U.S. Secretary of State Condoleezza Rice said Thursday that North Korea should return to nuclear disarmament talks and avoid a path toward further international isolation.,North Korea has a stockpile of nuclear weapons.,UNKNOWN
Justice Sandra Day O'Connor announced her retirement in order to spend time with her ill husband.,Justice Sandra Day O'Connor announced her retirement.,YES
On Friday evening a car bomb exploded outside a Shiite mosque in Iskandariyah 30 miles south of the capital killing seven people and wounding 10 doctors said on condition of anonymity.,The car bomb at the mosque in Iskandariyah exploded. ,YES
Kozlowski and the company's former chief financial officer Mark Swartz were sentenced on Monday to up to 25 years in prison.,A New York state judge also ordered Kozlowski and former Chief Financial Officer Mark Swartz to serve 25 years in prison.,UNKNOWN
Hurricane Katrina petroleum-supply outlook improved somewhat yesterday as U.S. and European governments agreed to release 2 million barrels a day of oil and refined products from their reserves.,60 million barrels of oil and gasoline will be available to the marketplace.,UNKNOWN
The probe looked into the October 2000 shooting-deaths of 13 Arabs during violent demonstrations in northern Israel that erupted days after the start of a Palestinian uprising.,Israel will not prosecute the police who killed 13 Israeli Arabs during pro-Palestinian protests in 2000 because of a lack of evidence an official inquiry said yesterday.,UNKNOWN
Officials said the Finnish suspect was among the dead but did not provide a motive for the attack.,Officials said that the suspect a Finnish citizen was among the dead.,YES
Thousands of Shiite Muslims rallied Friday in the southern city of Basra to show support for Iraq's new constitution and the Shiite-dominated government.  ,Sunni Arabs say they're not ready to re-join the committee drafting Iraq's new constitution. ,UNKNOWN
Brian Brohm the Louisville quarterback threw for 368 yards and five touchdowns as the Cardinals beat visiting Oregon State 63-27.,The quarterback threw for 413 yards and three touchdowns and then ran to the end zone two more times.,NO
Microsoft's (MSFT) own search engine will permanently replace the Yahoo (YHOO) search technology that has been used on Microsoft's MSN website. ,Yahoo's technology will still be used.,NO
The new work went an extra step suggesting that the connections that the stem cells form to help bridge the damaged spinal cord are key to recovery.,The experiment reported Monday isn't the first to show that stem cells offer tantalizing hope for spinal cord injury. ,UNKNOWN
The World Health Organization moved Friday to revise alarming predictions that a pandemic stemming from the bird flu virus ravaging parts of Asia could kill as many as 150 million people.,The U.N. health agency has distanced itself from a top official's prediction that a global influenza pandemic could kill as many as 150 million people.,UNKNOWN
Priscilla Presley greeted thousands of cheering Elvis fans at a concert Friday night marking the 25th anniversary of the King's death telling them you're helping Elvis make history again.,Priscilla Presley told fans you're helping Elvis make history again.,YES
The comments made by Wells today regarding the commissioner of baseball do not in any way reflect the views of the club Sox said in a statement.,David Wells' comments drew a quick response from the players' union and the commissioner's office.,UNKNOWN
World leaders expressed concern on Thursday that North Korea will quit six-party nuclear disarmament talks and will  bolster its nuclear weapons arsenal. ,World leaders have condemned North Korea for pulling out of talks.,UNKNOWN
The maker of a promising ovarian cancer drug said Friday that he stopped enrolling women in a study because several patients developed gastrointestinal holes.,A study of a promising cancer drug was stopped because of a serious side effect. ,YES
The President George Bush administration on Friday ordered the sale of 30 million barrels of crude oil from the government's emergency stockpile in order to halt runaway oil prices triggered by Hurricane Katrina.,The Bush administration will release 30 million barrels of crude oil from U.S. reserves.,YES
Iran will hold the first runoff presidential election in its history between President Akbar Hashemi Rafsanjani and Tehran's hard-line mayor election officials said Saturday.  ,Akbar Hashemi Rafsanjani is the president.,YES
Green Day who arrived at the venue in the vintage green convertible from their gritty Boulevard of Broken Dreams video won best rock video and video of the year for the clip and two of their leading eight nominations.,Rock was resplendent at the MTV Video Music Awards on Sunday night as the veteran punk group Green Day took home seven moonmen.,NO
Long-distance telephone company MCI Inc. on Friday touted its $6.75 billion deal to be bought by Verizon Communications Inc. but said it would thoroughly analyze a revised $8 billion bid by Qwest Communications International Inc.,MCI made no mention of its planned $6.7 billion agreement to be acquired by Verizon Communications in its release Friday.,NO
Over 400 tents were submerged after a storm hit the Somerset site on Friday the festival's opening day.,Many tents were overwhelmed after a storm hit the Somerset site on the festival's first day.,YES
The Duke of Edinburgh and I are very happy that the Prince of Wales and Mrs. Parker Bowles are to marry. ,I am delighted and wish The Prince of Wales and Parker Bowles a happy life.,UNKNOWN
Two British soldiers have been arrested in the southern Iraq city of Basra sparking clashes outside a police station where they are being held.  ,Two British soldiers' imprisonment prompted UK troops to storm a police station. ,UNKNOWN
A Colombian airliner has crashed in a remote area of Venezuela killing all 160 people on board.,A Colombian plane crashed in a remote region of Venezuela.,YES
Shiite and Kurdish political leaders continued talks on Monday on forming a new government saying they expected a full cabinet to be announced within a day or two. ,Washington is pressing Iraq's leaders to end weeks of political deadlock and to form a new government as soon as possible US officials say.  ,UNKNOWN
He determined that there were 1,678 illegal votes cast in the election but he said Republicans had provided no real proof that illegal votes benefited Gregoire.,Most of the illegal votes cast in the election went to Gregoire.,NO
The 26-member International Energy Agency said Friday that member countries would release oil to help relieve the U.S. fuel crisis caused by Hurricane Katrina.,Foreign oil reserves will be made available to the U.S. in the wake of Hurricane Katrina. ,YES
That police statement reinforced published reports that eyewitnesses said de Menezes had jumped over the turnstile at Stockwell subway station and was wearing a padded jacket despite warm weather.,However the documents leaked to ITV News suggest that Menezes an electrician walked casually into the subway station and was wearing a light denim jacket.,NO
Rehnquist served longer as chief justice than anyone in a century and his 33-year career as a justice was among the half-dozen longest in the court's history.,Rehnquist served the second-longest tenure as chief justice in US history. ,UNKNOWN
The focus on the engines and the fuel stems from the pilot's radio call shortly before the crash.,The pilot had been attempting an emergency landing after both engines failed.,UNKNOWN
Two British soldiers have been arrested in the southern Iraq city of Basra sparking clashes outside a police station where they are being held.  ,Two British tanks sent to the police station where the soldiers are being held were set alight in clashes. ,UNKNOWN
Basra's governor said he would not cooperate with British troops until there was an apology for a raid to free two UK soldiers.,The governor of Basra will not work with British troops until there is an apology for a raid to free two UK soldiers. ,YES
The 26-member International Energy Agency said Friday that member countries would release oil to help relieve the U.S. fuel crisis caused by Hurricane Katrina.,An international oil agency will make 60 million barrels of oil and gasoline available to the marketplace.,UNKNOWN
The Rolling Stones kicked off their latest tour on Sunday with a concert at Boston's Fenway Park.,The Rolling Stones have begun their latest  tour with a concert in Boston.,YES
Miller died Thursday night of congestive heart failure at his home in Roxbury Conn. surrounded by his family his assistant Julia Bolus said Friday.  ,Miller died Thursday night of heart failure surrounded by family members.,YES
The agency identified five of the men as Palestinians four of whom lived in East Jerusalem and held Jerusalem identity cards allowing them to move about Israel.,They included Palestinian residents of east Jerusalem who carry identity cards allowing them free movement in Israel.,YES
Also ruled out for the moment is any tie-up with a new alliance of Social Democrat dissidents and former communists known as the Left Party which garnered 8.7%.,It seems unlikely that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian Democratic Union.,UNKNOWN
Bledsoe will be released by the Buffalo Bills a move that upset the 33-year-old quarterback who started every game for the team the past three seasons.,The Buffalo Bills are releasing Drew Bledsoe their quarterback.,YES
That request is at odds with the law signed early yesterday by Bush directing the federal courts to consider the case de novo without taking into account the state court's findings.,Bush pushed the issue to federal courts.,YES
The state Division of Occupational Safety and Health said that the plant was inspected in October and cited for 15 safety violations seven of which were considered serious.,The plant was inspected in October and cited for numerous safety violations. ,YES
About 30,000 Rolling Stones fans poured into Fenway Park this evening fortunate to have scored tickets to the kickoff of the band's latest world tour.,The Rolling Stones have begun their latest world tour with a concert in Boston.,YES
The team drawing up Iraq's new constitution considered giving itself more time to write the document on Sunday but still looked set to meet its mid-August deadline under intense U.S. pressure.,On Sunday officials argued about whether to seek a delay of the August deadline for completing the document in order to give them more time to hash out such sticky issues.,UNKNOWN
Amazon shares fell nearly 4 percent following the results as the company said operating income would drop as much as 42 percent in the second quarter.,Shares of Amazon fell 4 percent.,NO
In clashes between Israeli forces and gunmen one Palestinian was killed and 10 wounded hospital officials said.,A Palestinian was killed and other people were wounded.,YES
The resignation came amid recent allegations by Massachusetts' attorney general that the Boston archdiocese engaged in an elaborate scheme to keep quiet the issue of child sexual abuse by priests.,The state attorney general claimed that the archdiocese engaged in a coverup.,YES
Qwest's revised bid which did not offer more cash for MCI stock as expected was deemed disappointing by one major MCI shareholder and Qwest's shares fell more than 8 percent.,MCI shareholders accepted a $6.7 billion offer over Qwest's initial $8 billion.,UNKNOWN
A cataclysmic starquake is thought to have caused a flare of radiation that ripped past the Earth on December 27 battering instruments on satellites and lighting up our atmosphere.,The flash of radiation on December 27  lit up the Earth's atmosphere.,YES
The blast observed on Dec. 27 came from a neutron star: a collapsed dead star with a sun-like mass squeezed into a sphere just 15 miles across in the constellation Sagittarius (the Archer).,The December burst came from a neutron star in the constellation Sagittarius.,YES
The job gains mean that  President Bush can celebrate - albeit by a very fine margin - a net growth in jobs in the US economy in his first term in office.,More jobs were created during President Bush's first term.,YES
A place of sorrow after Pope John Paul II died became a place of celebration as Roman Catholic faithful gathered in downtown Chicago to mark the installation of new Pope Benedict XVI.,Pope Benedict XVI is the new leader of the Roman Catholic Church.,YES
As the storm passed a celebratory mood took over the city until early Sunday morning when rap mogul Suge Knight was targeted by gunfire at a Kanye West party.,The most notable happening occurred early Sunday morning when rap-label owner Marion Suge Knight was shot in the leg at a Kanye West party.,UNKNOWN
The revamped engine indexes more pages than before can give direct answers to factual questions and features tools to help people create detailed queries.,The engine can answer specific queries directly. ,YES
One day after pledging to undertake one of history's largest reconstruction efforts President Bush served notice yesterday that rebuilding the hurricane-ravaged Gulf Coast will require spending cuts elsewhere in the federal budget,Amid growing concern among congressional Republicans about the huge cost of the planned reconstruction effort Bush said the federal government could foot the bill without resorting to a tax increase.  ,UNKNOWN
Hours earlier Yasser Arafat called for an end to attacks against Israeli civilians in the two weeks before Israeli elections. ,Arafat condemned suicide bomb attacks inside Israel.,UNKNOWN
In a bowl whisk together the eggs and sugar until completely blended and frothy.,In a bowl whisk together the egg sugar and vanilla until light in color.  ,UNKNOWN
While the beet is roasting make the vinaigrette: In a bowl whisk together the orange juice balsamic vinegar and extra-virgin olive oil.,In a bowl toss the olive oil with salt and pepper.,UNKNOWN
Britain said Friday that it has barred cleric Omar Bakri from returning to the country from Lebanon where he was released by police after being detained for 24 hours.,Bakri was briefly detained but was released.  ,YES
Up to 150 workers were believed to have been inside the factory which produces syringes and other plastic medical supplies at the time of the explosion.,Workers were inside the plant at the time of the explosion.,YES
The West Pharmaceutical Services plant which had been cited for numerous safety violations last fall made syringe plungers and IV supplies.,The West Pharmaceutical Services plant had been cited for numerous safety violations last autumn.,YES
Scientists had observed that mice with a defective Klotho gene aged prematurely and wondered if an enhanced gene would have an opposite effect.,Scientists have discovered a gene that produces a hormone that raises the life expectancy in mice by 30 percent.,UNKNOWN
Interim Palestinian leader Mahmoud Abbas has won a landslide victory in Sunday's presidential election and will succeed the late Yasser Arafat. ,Mahmoud Abbas has claimed victory in the Palestinian presidential elections and has dedicated his win to Yasser Arafat who died in November 2004.,UNKNOWN
British armor crashed into a jail in order to free the two soldiers who were arrested by Iraqi police and militiamen.,UK troops stormed a police station in Iraq.,UNKNOWN
Thompson a renegade journalist whose 'gonzo' style threw out any pretense at objectivity and established the hard-living writer as a counter-culture icon fatally shot himself at his Colorado home on Sunday night police said.,Thompson's 'gonzo' journalism throws objectivity out of the window. ,YES
The measures currently in force include a travel ban on senior government figures but France has invited Mr. Mugabe to a Franco-African summit in Paris next month angering several countries. ,France angered a number of countries by inviting Mr. Mugabe to attend a Franco-African summit in Paris.,YES
The Prince of Wales and  Bowles will marry on Friday April 8 at Windsor Castle said Clarence House Charles' residence and office.,The Prince of Wales and Bowles will marry in a civil ceremony at Windsor Castle.,UNKNOWN
Lebanon is in a period of mourning after a massive car bomb killed the former Prime Minister Rafik Hariri on Tuesday.,Mr. Hariri was killed in a bomb explosion. ,YES
Felicity Huffman and Patricia Arquette became first-time Emmy winners as they received lead actress honors while Tony Shalhoub and James Spader once again proved favorites in the best actor category.,Arquette who plays a crime-solving psychic in NBC's Medium won the best drama series actress award.,UNKNOWN
The White House pressure reported by Iraqi officials in Baghdad and an American official in Washington on Sunday was a change in the administration's hands-off approach to Iraqi politics.,Washington is pressing Iraq's leaders to end weeks of political deadlock and to form a new government as soon as possible US officials say.,UNKNOWN
Clonaid scientist Brigitte Boisselier said the first human clone - a girl nicknamed Eve - was born on Thursday to an American mother.,Brigitte Boisselier announced that a cloned baby had been born.,YES
Creeping trade protectionism and bloated budget deficits pose a risk to the United States' long-term economic vitality Federal Reserve Chairman Alan Greenspan warned Friday.,Federal Reserve boss Alan Greenspan sees increased US trade protectionism and budget deficits as threats to the US economy.,YES
British actor Hugh Laurie had been favourite to win best drama actor for House but lost out to Boston Legal's James Spader.,James Spader won best actor for Boston Legal.,YES
Prime Minister Mahmoud Abbas has offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election.,Mahmoud Abbas has won a landslide victory in Sunday's presidential election.  ,YES
Moog's synthesiser which bears his name revolutionised music from the 1960s onwards and was used by bands like The Beatles and The Doors.,Moog's instruments were used by The Beatles and The Doors among others.,YES
An audience of 8.3 million people watched rural soap Emmerdale on Thursday while a live episode of The Bill got 7.9 million viewers.,Hour-long special episodes of ITV soaps Emmerdale and The Bill were the top-rated UK TV shows on the commercial channel's 50th anniversary.,UNKNOWN
Iran will hold the first runoff presidential election in its history between President Akbar Hashemi Rafsanjani and Tehran's hard-line mayor election officials said Saturday. ,Tehran's hard-line mayor will face Rafsanjani in a runoff election.,YES
According to the Occupational Safety and Health Administration the plant was inspected in October cited for safety violations and fined about $10,000.,According to the Occupational Safety and Health Administration the plant was inspected in October and fined for safety violations.,YES
Pyongyang said there was no point in the talks since the US had termed North Korea an 'outpost of tyranny'.,The US labelled North Korea part of an 'axis of evil'.,UNKNOWN
The third and most remote possibility was considered to be a so-called Jamaican coalition again based on the party colours between the Christian Democrats the FDP and the Greens.,It seems unlikely that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian Democratic Union.,UNKNOWN
Miller the Pulitzer Prize-winning playwright whose most famous fictional creation  Loman in 'Death of a Salesman' came to symbolize the American Dream gone awry has died.,Playwright Miller the Pulitzer Prize-winning author of 'Death of a Salesman' has died.,YES
Bowles will take the title HRH Duchess of Cornwall changing it to the Princess Consort when Charles becomes King.,Bowles will be known as HRH Duchess of Cornwall.,YES
